Date;Close;High;Low;Open;Volume
03/01/2024;47.551.143.646.240.200;4.816.591.065.021.640;47.302.236.567.517.300;4.746.717.554.449.250;320896000
04/01/2024;47.979.984.283.447.200;4.848.179.475.152.090;4.749.016.653.492.500;4.774.906.818.641.790;306535000
05/01/2024;4.907.856.369.018.550;4.952.839.547.317.930;4.828.786.035.280.190;484.438.038.170.967;415039000
08/01/2024;5.223.338.317.871.090;522.553.780.928.012;4.946.042.624.518.810;49.493.414.803.058.300;642510000
09/01/2024;53.120.052.337.646.400;54.304.608.899.415.300;51.670.595.858.503.600;5.238.133.132.087.110;773100000
10/01/2024;5.432.959.747.314.450;5.457.950.363.229.100;53.468.920.600.031.700;5.359.587.564.392.300;533796000
11/01/2024;5.480.141.830.444.330;5.532.522.366.817.500;53.539.894.837.912.600;54.978.353.810.668.700;596759000
12/01/2024;54.689.456.939.697.200;5.494.936.145.206.340;5.430.960.236.510.810;5.459.949.057.976.510;352994000
16/01/2024;56.360.836.029.052.700;56.813.665.103.138.200;54.879.393.878.712.900;5.499.734.961.591.670;449580000
17/01/2024;56.031.959.533.691.400;5.644.980.188.752.580;5.471.945.269.845.340;56.325.847.887.071.800;474394000
18/01/2024;5.708.556.365.966.790;5.757.837.864.545.500;5.608.593.900.392.550;5.723.850.610.997.200;491650000
19/01/2024;59.468.666.076.660.100;5.947.766.156.901.130;5.720.351.416.018.420;5.796.722.726.620.940;543501000
22/01/2024;5.963.160.705.566.400;603.083.548.831.195;5.904.782.663.734;600.264.592.424.289;452955000
23/01/2024;59.850.528.717.041.000;5.988.751.357.892.660;5.856.301.013.401.370;5.954.764.104.000.480;294654000
24/01/2024;61.338.966.369.628.900;6.282.540.771.389.360;5.991.550.110.281.900;6.028.136.484.798.450;560271000
25/01/2024;61.593.875.885.009.700;62.695.463.497.108.400;60.827.161.633.127.100;62.326.598.687.155.800;482777000
26/01/2024;6.100.809.097.290.030;61.759.811.433.716.800;60.550.266.507.965.100;6.093.711.847.607.480;390309000
29/01/2024;62.441.551.208.496.000;6.246.554.046.020.730;60.884.137.413.565.500;61.209.012.360.122.700;348733000
30/01/2024;6.275.043.487.548.820;6.346.916.675.485.240;6.223.662.787.593.770;62.876.390.843.205.500;410735000
31/01/2024;61.503.910.064.697.200;62.245.632.180.405.200;60.677.220.763.677.300;6.141.694.091.491.670;453795000
01/02/2024;6.300.334.167.480.460;63.167.281.577.618.900;61.626.859.664.228.700;6.207.668.769.492.240;369146000
02/02/2024;6.613.516.235.351.560;6.657.499.195.926.520;6.366.608.473.882.130;6.394.997.850.101.070;476578000
05/02/2024;6.930.597.686.767.570;6.947.091.584.987.560;6.717.977.633.836.100;6.819.939.012.424.170;680078000
06/02/2024;6.819.739.532.470.700;6.972.781.896.754.400;6.627.512.050.871.100;6.960.386.495.591.790;683111000
07/02/2024;7.007.268.524.169.920;7.019.364.201.712.640;6.757.462.276.790.360;6.829.335.463.883.880;495575000
08/02/2024;6.961.485.290.527.340;7.076.741.990.227.900;6.942.892.572.649.540;7.004.768.899.799.110;414422000
09/02/2024;721.059.341.430.664;7.215.790.895.507.460;7.018.564.978.274.980;7.050.652.846.806.680;436637000
12/02/2024;7.222.087.860.107.420;745.829.904.741.092;7.122.325.216.031.350;7.257.274.383.383.450;613710000
13/02/2024;7.210.093.688.964.840;7.342.243.948.960.910;6.959.388.225.066.050;7.037.358.838.482.480;602580000
14/02/2024;7.387.226.867.675.780;7.420.814.111.994.530;7.191.100.698.040.360;7.317.453.257.134.580;504917000
15/02/2024;7.263.072.204.589.840;739.472.289.995.395;7.237.282.328.939.960;7.384.127.361.084.660;420122000
16/02/2024;7.258.573.913.574.210;7.437.406.898.709.350;7.247.378.167.003.880;7.407.218.040.927.330;495327000
20/02/2024;6.942.593.383.789.060;7.192.899.173.506.720;6.770.857.639.129.630;7.191.999.242.878.620;704833000
21/02/2024;674.466.781.616.211;6.886.214.710.879.590;6.622.313.849.991.590;679.804.743.369.606;690298000
22/02/2024;785.085.220.336.914;785.455.030.813.757;741.921.420.425.949;7.499.684.018.330.670;865100000
23/02/2024;7.878.742.218.017.570;8.236.307.562.218.210;7.754.088.851.837.010;8.075.968.130.766.820;829388000
26/02/2024;7.906.231.689.453.120;8.061.573.447.856.020;7.847.553.160.288.040;7.967.008.277.283.830;503973000
27/02/2024;7.867.144.775.390.620;7.945.016.223.022.860;7.713.303.174.065.250;7.935.119.274.989.210;391705000
28/02/2024;7.763.385.009.765.620;7.890.337.002.935.250;7.709.605.003.023.240;7.759.086.697.046.700;393110000
29/02/2024;7.908.230.590.820.310;7.995.997.471.561.950;7.832.059.087.723.940;790.643.149.217.093;507289000
01/03/2024;8.224.810.791.015.620;8.226.910.374.751.210;7.940.517.391.258.760;7.996.996.422.541.920;479135000
04/03/2024;8.520.500.946.044.920;8.766.208.713.862.920;8.368.758.143.408.320;840.984.226.679.579;615616000
05/03/2024;8.593.576.049.804.680;8.606.872.004.565.460;8.338.960.003.379.120;8.524.198.821.051.220;520639000
06/03/2024;8.867.086.029.052.730;8.969.452.599.594.820;8.700.141.069.166.890;8.799.308.922.719.800;582520000
07/03/2024;9.263.855.743.408.200;927.365.248.144.859;8.957.256.358.530.060;9.012.838.069.813.150;608119000
08/03/2024;8.749.925.231.933.590;9.736.801.162.259.300;8.647.758.481.062.250;9.510.675.351.305.790;1142269000
11/03/2024;857.458.267.211.914;8.876.782.871.199.400;8.413.835.321.441.620;864.006.103.441.235;678364000
12/03/2024;918.828.125;9.192.979.413.377.260;8.612.170.491.240.780;8.802.008.324.614.340;668075000
13/03/2024;9.085.813.903.808.590;9.147.393.396.528.190;8.840.594.204.784.500;9.102.508.398.682.740;635713000
14/03/2024;8.791.510.772.705.070;9.061.622.350.841.210;8.657.154.750.613.060;8.954.757.446.626.060;602318000
15/03/2024;8.780.814.361.572.260;8.951.658.184.476.090;8.622.866.844.065.170;8.690.144.388.293.210;642086000
18/03/2024;8.842.594.146.728.510;9.237.464.071.222.250;8.705.638.881.145.380;9.035.830.507.117.400;668976000
19/03/2024;8.936.863.708.496.090;9.051.425.674.084.170;8.498.207.797.118.580;8.667.151.765.212.040;672171000
20/03/2024;9.034.231.567.382.810;9.038.030.520.484.310;8.819.401.951.660.320;8.976.749.997.737.910;479063000
21/03/2024;9.140.496.063.232.420;9.261.756.721.905.250;9.037.530.021.359.180;9.226.968.196.617.380;480372000
22/03/2024;9.425.801.849.365.230;9.474.685.622.390.660;9.080.415.196.173.680;9.111.105.028.962.560;586719000
25/03/2024;9.497.078.704.833.980;967.342.074.446.901;9.347.928.046.219.180;9.391.013.861.786.180;552136000
26/03/2024;9.253.058.624.267.570;9.634.333.614.885.400;9.247.160.751.849.900;958.195.062.336.972;513648000
27/03/2024;9.022.035.217.285.150;9.320.936.779.906.050;8.909.372.349.939.150;9.308.141.149.546.420;586067000
28/03/2024;9.032.632.446.289.060;9.127.001.464.058.520;8.916.370.444.852.700;8.997.043.858.800.300;435212000
01/04/2024;9.033.331.298.828.120;921.947.007.975.338;8.917.469.715.880.280;9.026.933.865.065.370;452441000
02/04/2024;8.942.261.505.126.950;9.006.440.242.112.460;8.759.121.620.163.440;8.841.893.947.358.700;433064000
03/04/2024;8.893.477.630.615.230;903.443.168.469.122;883.709.661.913.593;8.845.493.823.513.220;370067000
04/04/2024;8.587.677.764.892.570;9.060.422.800.372.170;8.585.178.433.643.760;9.037.629.845.117.090;434965000
05/04/2024;8.797.909.545.898.430;8.845.193.966.671.300;8.589.777.859.630.540;868.374.646.504.957;399678000
08/04/2024;8.710.437.774.658.200;8.880.081.883.400.370;8.670.350.850.941.020;8.867.085.666.122.200;283220000
09/04/2024;853.259.506.225.586;8.760.620.698.800.740;8.299.472.376.686.870;8.741.326.961.083.750;503547000
10/04/2024;8.701.040.649.414.060;873.712.879.556.285;8.368.149.867.040.670;8.389.843.024.698.810;431929000
11/04/2024;9.058.623.504.638.670;9.070.919.574.606.370;8.689.745.219.051.970;8.739.128.560.717.940;431637000
12/04/2024;8.815.703.582.763.670;901.453.886.602.286;8.750.125.303.417.150;8.966.953.943.111.250;426805000
15/04/2024;8.597.274.017.333.980;9.058.322.421.693.440;8.590.076.523.534.200;8.906.872.264.461.600;443077000
16/04/2024;8.738.628.387.451.170;8.808.904.823.109.180;8.603.572.977.127.550;8.640.460.421.758.170;370453000
17/04/2024;8.400.740.051.269.530;8.874.584.141.967.830;8.392.242.172.115.710;8.831.097.911.873.320;495400000
18/04/2024;8.464.318.084.716.790;8.616.168.663.370.670;8.237.492.908.333.080;8.494.208.621.726.140;447260000
19/04/2024;7.617.496.490.478.510;8.429.629.668.319.680;7.558.116.589.392.040;8.312.268.637.450.080;875198000
22/04/2024;7.949.188.232.421.870;8.004.670.035.538.000;763.749.101.252.901;7.807.834.524.781.050;596341000
23/04/2024;8.239.591.979.980.460;827.418.068.067.518;8.023.763.246.823.710;8.074.246.382.535.900;438559000
24/04/2024;7.965.082.550.048.820;8.405.437.709.629.320;791.569.845.005.292;8.392.241.667.959.370;512208000
25/04/2024;8.260.486.602.783.200;8.329.563.335.625.150;7.819.730.980.842.560;7.884.209.462.361.730;424641000
26/04/2024;8.770.618.438.720.700;8.830.198.930.446.800;833.596.128.981.717;8.379.047.109.382.070;551011000
29/04/2024;8.772.816.467.285.150;8.796.308.042.933.130;8.523.797.833.453.730;8.756.621.534.740.450;388971000
30/04/2024;8.637.362.670.898.430;887.898.328.026.838;8.627.166.282.860.940;8.721.134.895.392.600;363709000
01/05/2024;8.301.371.765.136.710;859.717.451.202.874;8.122.830.132.116.860;8.504.905.184.528.750;559863000
02/05/2024;8.578.881.072.998.040;8.620.867.093.085.920;8.317.266.601.309.360;8.442.125.626.969.040;377898000
03/05/2024;8.875.983.428.955.070;8.925.166.943.381.490;8.701.140.828.668.450;8.776.016.278.941.910;398341000
06/05/2024;9.210.972.595.214.840;9.218.970.149.787.150;8.902.574.047.227.300;8.936.062.948.973.980;376203000
07/05/2024;9.052.424.621.582.030;9.175.084.041.902.220;8.898.175.395.384.370;9.106.806.618.454.970;437342000
08/05/2024;903.823.013.305.664;9.116.404.211.729.390;8.939.062.281.924.460;8.945.360.566.200.050;325721000
09/05/2024;8.871.784.973.144.530;9.104.208.295.679.370;8.820.202.038.816.470;904.992.620.554.592;378013000
10/05/2024;8.984.848.022.460.930;9.137.098.265.790.200;8.919.769.305.265.020;9.027.534.193.987.520;335325000
13/05/2024;9.036.930.847.167.960;9.096.811.074.029.570;8.849.991.996.993.280;9.044.827.727.503.770;289680000
14/05/2024;9.132.599.639.892.570;9.162.089.767.401.240;8.890.478.722.070.210;8.956.956.971.282.390;296507000
15/05/2024;9.459.890.747.070.310;9.483.083.350.687.550;915.689.050.462.718;9.244.161.932.872.310;417735000
16/05/2024;943.280.029.296.875;9.578.752.238.437.560;9.407.208.269.713.680;9.487.882.442.022.660;323952000
17/05/2024;9.244.861.602.783.200;9.470.887.485.375.150;9.177.584.059.273.350;9.433.800.216.120.140;359691000
20/05/2024;9.474.887.084.960.930;9.516.873.108.150.420;9.340.931.459.730.980;9.371.921.034.558.140;318764000
21/05/2024;9.535.466.766.357.420;9.536.866.300.361.460;9.314.939.104.451.070;9.356.825.212.335.470;328946000
22/05/2024;949.188.003.540.039;959.884.484.917.203;9.321.836.283.128.830;9.542.763.580.257.590;548648000
23/05/2024;1.037.649.154.663.080;10.628.508.365.177.800;10.148.665.694.608.500;10.199.449.335.003.300;835065000
24/05/2024;10.643.402.862.548.800;10.644.002.335.978.000;10.296.616.635.990.900;10.441.468.788.795.400;429494000
28/05/2024;11.386.357.879.638.600;11.490.123.977.492.700;10.984.690.116.806.700;11.020.778.262.251.300;652728000
29/05/2024;11.478.727.722.167.900;11.545.405.793.078.900;11.086.457.027.293.900;11.301.286.640.628.500;557442000
30/05/2024;11.046.369.934.082.000;11.578.095.222.554.800;10.962.697.631.949.200;114.612.337.538.274;487350000
31/05/2024;10.959.698.486.328.100;11.267.997.129.263.800;106.904.868.817.121;1.124.830.297.906.590;613263000
03/06/2024;11.496.221.923.828.100;11.496.221.923.828.100;11.196.620.219.037.600;11.358.367.447.543.700;438392000
04/06/2024;11.639.874.267.578.100;11.656.169.113.785.600;11.400.753.024.311.900;11.567.798.650.620.100;403324000
05/06/2024;1.223.997.802.734.370;12.240.877.237.466.700;11.742.941.347.887.500;11.833.211.671.671.900;528402000
06/06/2024;12.095.825.958.251.900;12.554.574.922.421.700;1.182.811.377.621.330;12.400.725.324.087.700;664696000
07/06/2024;1.208.482.894.897.460;12.165.202.623.467.700;11.798.323.363.858.700;1.197.306.529.022.310;412386000
10/06/2024;12.174.999.237.060.500;12.305.955.958.930.400;1.169.715.638.416.940;12.033.046.067.723.300;314162700
11/06/2024;12.088.021.850.585.900;12.283.973.476.114.300;11.871.074.727.008.500;1.217.399.996.348.220;222551200
12/06/2024;12.516.915.130.615.200;12.684.873.770.805.800;12.253.980.200.765.400;12.302.967.915.018.400;299595000
13/06/2024;1.295.780.792.236.320;1.297.680.348.697.190;12.712.868.568.021.800;12.935.813.218.658.800;260704500
14/06/2024;13.184.750.366.210.900;1.328.072.585.317.080;12.828.838.344.854.100;12.992.797.866.788.200;309320400
17/06/2024;13.094.773.864.746.000;13.369.706.139.159.600;12.954.808.953.427.700;1.329.572.533.982.120;288504400
18/06/2024;13.554.660.034.179.600;13.629.641.557.179.600;1.306.578.056.523.980;13.110.769.173.939.200;294335100
20/06/2024;13.074.777.221.679.600;14.072.530.869.246.900;1.294.880.881.954.480;139.765.553.796.689;517768400
21/06/2024;12.653.881.072.998.000;1.305.978.154.647.850;12.426.937.345.205.300;12.708.867.825.178.700;655484700
24/06/2024;11.808.089.447.021.400;12.442.932.809.847.600;1.180.109.120.255.880;1.232.096.275.256.970;476060900
25/06/2024;12.605.892.944.335.900;12.646.883.208.603.100;11.929.060.083.723.300;12.117.013.488.438.500;425787500
26/06/2024;12.636.885.070.800.700;1.280.884.204.131.890;12.256.978.415.309.700;12.609.891.297.711.100;362975900
27/06/2024;12.395.944.213.867.100;12.637.885.155.800.300;12.288.970.613.137.900;12.406.941.564.080.100;252571700
28/06/2024;12.350.955.963.134.700;12.767.853.027.804.600;12.271.975.337.861.900;12.454.930.428.199.500;315516700
01/07/2024;12.426.937.866.210.900;12.480.923.890.749.800;1.188.007.251.119.180;1.234.395.813.225.980;284885500
02/07/2024;1.226.397.705.078.120;12.337.959.365.292.300;12.100.017.523.772.500;12.110.014.907.077.600;218374000
03/07/2024;12.824.839.782.714.800;12.824.839.782.714.800;12.133.010.435.521.800;12.163.003.350.315.400;215749000
05/07/2024;12.579.900.360.107.400;12.881.826.389.526.500;12.564.903.902.808.100;12.734.861.718.195.300;214176700
08/07/2024;12.816.839.599.609.300;13.073.776.982.046.500;1.270.086.858.992.600;1.274.585.719.244.730;237677300
09/07/2024;13.134.764.099.121.000;13.378.704.236.722.200;12.861.830.251.041.100;1.303.178.959.397.840;285366600
10/07/2024;13.487.677.001.953.100;1.350.667.256.558.590;13.238.737.791.270.100;13.399.698.191.654.900;248978600
11/07/2024;12.736.860.656.738.200;13.611.644.269.274.400;12.701.869.434.277.000;1.357.165.473.660.530;374782700
12/07/2024;12.920.816.040.039.000;13.188.749.271.860.600;12.718.865.386.253.700;12.822.839.089.146.400;252680500
15/07/2024;12.840.835.571.289.000;13.135.762.580.228.200;12.714.866.403.247.400;13.052.782.847.793.900;208326200
16/07/2024;12.632.887.268.066.400;1.290.082.051.584.140;12.454.931.239.200.100;12.840.836.211.736.500;214769500
17/07/2024;11.796.092.224.121.000;12.181.997.165.296.200;1.166.912.385.563.920;12.132.009.486.519.600;390086200
18/07/2024;1.210.601.577.758.780;12.236.984.015.709.300;11.653.127.526.261.200;12.181.997.263.511.200;320979500
19/07/2024;11.790.093.994.140.600;12.157.003.374.775.000;117.341.080.377.663;12.032.034.177.331.300;217223800
22/07/2024;12.350.955.963.134.700;12.403.942.781.453.500;1.198.304.661.088.670;1.203.203.432.330.860;258068900
23/07/2024;1.225.597.915.649.410;12.465.928.025.097.200;12.206.991.443.104.100;12.274.974.719.191.900;173911000
24/07/2024;11.422.184.753.417.900;11.992.043.994.002.100;11.341.204.956.795.800;1.191.406.333.610.650;327776900
25/07/2024;11.225.233.459.472.600;11.660.126.129.148.700;10.627.381.225.253.900;11.301.214.947.730.900;460067000
26/07/2024;11.303.214.263.916.000;11.617.136.841.805.400;11.155.251.154.245.900;11.616.137.637.359.300;293399100
29/07/2024;1.115.625;11.625.134.680.115.100;11.127.257.816.967.500;11.366.198.865.142.000;248152100
30/07/2024;1.037.044.448.852.530;11.196.240.417.731.200;10.251.473.565.355.200;11.149.251.876.218.600;486833300
31/07/2024;11.699.115.753.173.800;11.831.083.191.790.300;11.085.267.132.044.400;11.287.217.777.091.000;473174200
01/08/2024;10.918.309.783.935.500;12.013.040.514.788.000;10.678.368.749.587.600;11.750.104.810.323.800;523462300
02/08/2024;10.724.356.842.041.000;10.869.321.575.888.300;1.013.450.281.116.690;10.373.443.867.463.700;482027500
05/08/2024;10.042.524.719.238.200;10.338.452.459.369.900;9.066.765.743.904.180;920.373.150.047.539;552842400
06/08/2024;10.422.430.419.921.800;10.768.345.045.446.100;1.005.252.192.354.790;10.381.440.159.583.700;409012100
07/08/2024;9.888.563.537.597.650;10.877.319.818.362.000;986.656.883.565.928;10.778.343.659.639.300;411440400
08/08/2024;10.494.413.757.324.200;10.547.400.576.569.100;9.749.596.860.854;10.197.486.813.365.400;391910000
09/08/2024;10.472.418.975.830.000;10.657.373.239.559.300;10.340.451.530.940.600;1.056.139.698.534.440;290844200
12/08/2024;10.899.313.354.492.100;11.104.263.146.519.100;10.623.381.911.518.700;10.629.380.189.006.800;325559900
13/08/2024;11.611.138.153.076.100;11.620.136.332.032.300;11.155.250.759.337.800;11.241.229.629.244.800;312646700
14/08/2024;11.805.091.094.970.700;11.857.077.948.335.200;11.404.189.674.110.600;1.185.007.970.340.630;339246400
15/08/2024;12.282.972.717.285.100;1.232.096.307.926.780;11.744.105.591.122.500;11.873.073.896.282.700;318086700
16/08/2024;12.454.930.877.685.500;12.496.920.346.991.000;12.115.014.491.697.000;12.190.995.980.977.200;302589900
19/08/2024;12.996.795.654.296.800;12.996.795.654.296.800;12.338.957.660.426.700;12.424.936.523.467.500;318333600
20/08/2024;1.272.186.508.178.710;1.298.480.077.753.230;12.585.898.525.590.300;12.836.836.140.301.400;300087400
21/08/2024;12.846.835.327.148.400;12.931.815.003.716.000;12.662.881.008.429.000;1.272.886.435.744.740;257883600
22/08/2024;12.370.950.317.382.800;13.071.777.775.352.600;12.306.966.150.668.800;12.998.796.192.734.200;376189100
23/08/2024;12.933.811.950.683.500;12.956.807.382.051.300;12.518.914.813.175.000;12.582.898.983.127.000;323230300
26/08/2024;12.642.884.063.720.700;13.122.765.338.990.900;12.433.935.925.298.600;12.953.808.260.280.700;331964700
27/08/2024;12.826.840.209.960.900;1.291.681.743.229.570;12.384.948.497.148.300;12.501.920.259.136.300;303134600
28/08/2024;12.557.905.578.613.200;12.829.838.691.719.900;12.260.978.624.415.900;1.280.884.319.398.240;448101100
29/08/2024;11.756.102.752.685.500;1.243.993.464.291.810;1.166.812.470.646.180;12.133.010.304.223.800;453023300
30/08/2024;11.934.059.143.066.400;12.172.000.228.172.300;11.719.111.963.899.500;11.950.054.804.230.300;333751600
03/09/2024;107.973.388.671.875;11.618.136.480.283.300;10.726.356.453.201.900;1.159.814.171.340.760;477155100
04/09/2024;10.618.383.026.123.000;11.324.208.832.420.400;10.409.434.887.245.200;10.538.403.194.779.200;372470300
05/09/2024;10.718.358.612.060.500;1.096.229.874.268.850;10.473.419.276.980.200;10.496.413.183.407.300;306850700
06/09/2024;1.028.046.646.118.160;10.812.335.346.353.800;10.092.512.296.050.200;10.801.337.995.723.700;413638100
09/09/2024;10.644.377.136.230.400;10.652.375.348.417.600;10.366.445.746.112.800;10.485.415.910.703.600;273912000
10/09/2024;1.080.733.642.578.120;10.937.304.700.834.000;10.492.413.884.500.600;10.778.343.479.415.500;268283700
11/09/2024;1.168.812.026.977.530;11.716.113.249.890.800;10.739.353.508.245.600;10.936.305.099.024.200;441422400
12/09/2024;11.912.083.435.058.500;12.077.057.045.474.300;1.153.614.370.539.400;11.682.120.128.077.000;367100500
13/09/2024;1.190.808.334.350.580;11.994.069.565.795.800;11.758.107.480.834.900;11.906.084.000.976.200;238358300
16/09/2024;1.167.612.075.805.660;11.816.098.383.065.100;11.434.159.881.620.200;11.677.120.810.734.200;248772300
17/09/2024;11.557.140.350.341.700;1.187.808.938.826.070;11.481.153.124.290.500;11.815.099.033.708.000;231925900
18/09/2024;11.335.176.086.425.700;11.768.105.834.506.700;11.320.178.347.448.200;11.587.135.202.544.000;310318900
19/09/2024;11.785.103.607.177.700;11.964.074.895.502.700;1.172.311.330.909.550;1.173.311.154.741.420;293506400
20/09/2024;11.598.133.850.097.600;1.186.009.197.546.380;11.537.143.602.446.800;117.041.165.532.472;382462400
23/09/2024;11.624.130.249.023.400;11.697.118.080.282.900;11.484.152.614.526.400;1.165.312.567.610.480;206228500
24/09/2024;12.085.055.541.992.100;12.178.040.609.310.100;11.536.143.323.881.000;1.165.012.492.087.510;354966800
25/09/2024;1.234.901.351.928.710;12.491.990.547.833.500;1.215.904.392.877.680;12.200.036.937.142.700;284692900
26/09/2024;12.402.005.004.882.800;12.764.946.344.549.900;12.178.041.247.124.400;12.677.960.826.024.100;302582900
27/09/2024;12.138.047.790.527.300;12.401.005.220.096.500;11.924.082.267.160.200;1.239.500.642.912.140;271009200
30/09/2024;12.142.046.356.201.100;12.148.045.146.740.100;11.813.099.198.549.700;11.829.096.227.592.700;226553700
01/10/2024;1.169.811.782.836.910;12.242.030.559.533.100;11.577.137.385.100.900;12.175.040.758.040.200;302094500
02/10/2024;11.883.087.921.142.500;119.360.792.730.428;11.512.147.695.024.300;11.642.127.087.200.300;221845900
03/10/2024;12.283.023.834.228.500;12.433.999.759.824.100;12.032.063.993.396.400;12.090.054.847.309.500;277118000
04/10/2024;12.489.990.234.375;12.501.988.578.554.200;121.810.403.092.212;12.491.990.339.813.200;243678100
07/10/2024;12.769.945.526.123.000;13.061.898.369.823.500;12.492.989.659.161.100;12.496.989.107.230.300;346250200
08/10/2024;13.286.862.182.617.100;13.345.852.325.335.200;12.939.917.881.279.500;13.023.904.002.332.400;285722500
09/10/2024;132.628.662.109.375;1.344.983.717.641.670;1.313.588.773.259.060;13.408.843.403.580.200;246191600
10/10/2024;13.478.831.481.933.500;13.497.828.670.089.100;13.097.893.005.790.200;13.188.878.735.570.200;242311300
11/10/2024;1.347.783.203.125;13.575.815.840.657.200;13.363.850.429.309.600;13.398.843.884.138.300;170209500
14/10/2024;1.380.478.057.861.320;13.957.755.854.294.500;13.627.808.612.883.200;13.644.805.696.221.800;232347700
15/10/2024;13.157.884.216.308.500;138.547.722.466.739;12.871.930.149.862.900;13.784.782.283.581.600;377831000
16/10/2024;1.356.981.658.935.540;1.365.980.149.944.230;13.155.883.256.815.800;1.339.584.403.413.630;264879700
17/10/2024;13.690.797.424.316.400;1.408.673.441.853.540;1.368.479.863.322.170;13.931.759.037.510.400;306435900
18/10/2024;13.797.779.846.191.400;13.887.764.756.674.000;13.725.791.307.551.900;13.864.768.884.107.700;176090200
21/10/2024;1.436.868.896.484.370;1.436.868.896.484.370;13.797.780.144.123.400;1.381.077.854.115.750;264554500
22/10/2024;14.356.690.979.003.900;14.439.677.817.254.200;1.417.572.032.447.210;14.288.702.644.418.200;226311600
23/10/2024;1.395.375.518.798.820;1.424.070.854.107.310;13.743.789.878.035.900;14.200.715.584.596.500;285930000
24/10/2024;14.038.742.065.429.600;1.413.272.719.093.060;1.384.377.373.361.030;14.079.735.837.298.500;172354900
25/10/2024;14.151.722.717.285.100;1.441.068.221.770.470;14.077.735.596.279.600;14.090.732.467.853.500;205122100
28/10/2024;1.404.973.907.470.700;14.311.696.423.513.500;14.002.746.516.246.300;142.976.987.375.231;173586700
29/10/2024;14.122.727.966.308.500;14.223.711.171.034.300;13.887.765.156.261.700;14.026.742.736.816.300;157593600
30/10/2024;1.393.175.811.767.570;14.030.742.741.103.500;13.678.798.938.993.800;13.951.754.595.215.700;179418100
31/10/2024;1.327.386.474.609.370;1.375.878.737.112.800;13.208.875.807.974.400;13.757.788.081.150.400;270039600
01/11/2024;1.353.782.196.044.920;1.372.879.161.101.810;1.345.483.665.061.610;13.467.833.522.595.900;207127800
04/11/2024;1.360.281.219.482.420;1.389.376.575.905.790;13.554.820.341.905.600;13.718.793.904.541.400;187528200
05/11/2024;1.398.874.969.482.420;1.403.474.144.064.950;13.730.791.015.086.200;1.374.278.859.649.570;160537400
06/11/2024;14.558.656.311.035.100;14.646.642.634.688.700;14.193.715.671.974.900;14.293.699.575.896.400;242043900
07/11/2024;14.885.606.384.277.300;1.489.060.435.973.230;14.614.649.291.865.000;1.463.664.587.614.790;207323300
08/11/2024;1.476.062.469.482.420;14.974.590.195.013.800;146.236.457.046.531;1.487.460.628.790.400;175665800
11/11/2024;14.523.663.330.078.100;14.882.606.753.959.300;14.354.691.790.764.700;14.865.608.145.399.600;182325600
12/11/2024;14.826.612.854.003.900;14.962.591.028.148.000;14.598.649.668.767.200;1.467.563.770.410.730;198634700
13/11/2024;1.462.464.599.609.370;14.930.596.496.785.500;14.587.650.914.358.000;14.904.601.231.096.400;191903300
14/11/2024;1.467.363.739.013.670;14.897.601.887.199.100;14.552.657.719.098.600;1.476.162.371.498.860;194463300
15/11/2024;1.419.571.533.203.120;1.452.166.386.002.850;14.005.746.510.375.200;1.448.466.877.533.120;250132900
18/11/2024;14.012.744.140.625;14.152.722.527.651.300;1.371.279.241.566.860;13.947.755.210.471.100;221866000
19/11/2024;14.698.634.338.378.900;14.710.633.445.236.900;14.096.732.287.230.200;1.412.972.716.123.140;227834900
20/11/2024;1.458.665.313.720.700;14.753.626.090.336.700;14.270.703.603.144.800;14.738.629.113.505.700;309871700
21/11/2024;1.466.464.080.810.540;1.528.654.088.901.030;14.067.736.706.254.100;14.932.598.496.889.700;400946600
22/11/2024;14.192.715.454.101.500;14.713.632.286.743.900;14.107.730.047.570.000;14.590.650.981.286.500;236406200
25/11/2024;1.359.981.231.689.450;14.202.715.192.160.300;13.579.815.839.357.300;1.419.671.640.146.250;344941900
26/11/2024;13.689.797.973.632.800;139.277.601.884.859;13.564.818.075.181.900;1.376.778.530.821.540;190287700
27/11/2024;13.531.822.204.589.800;13.719.792.446.250.400;13.177.879.829.463.700;13.498.827.330.747.200;226370900
29/11/2024;13.822.776.794.433.500;13.932.759.715.528.700;13.602.812.477.876.700;13.675.800.311.530.700;141863200
02/12/2024;13.860.769.653.320.300;14.042.739.572.538.800;1.377.978.293.194.700;1.388.076.612.979.230;171682800
03/12/2024;14.023.744.201.660.100;14.051.739.577.472.300;13.792.781.588.392.600;13.823.776.359.782.300;164414000
04/12/2024;1.451.166.534.423.820;14.576.654.278.655.000;14.026.742.746.830.900;14.197.715.912.549.400;231224300
05/12/2024;14.504.666.137.695.300;14.652.652.104.015.800;14.393.676.281.520.200;1.450.966.598.316.490;172621200
06/12/2024;14.242.689.514.160.100;14.568.658.966.441.100;14.129.699.424.160.600;14.458.670.004.061.700;188505600
09/12/2024;13.879.722.595.214.800;13.993.712.045.292.800;1.371.173.878.488.450;1.389.572.148.926.680;189308600
10/12/2024;13.505.758.666.992.100;14.180.696.595.909.000;13.377.769.033.829.100;13.899.721.154.250.600;210020900
11/12/2024;13.929.718.017.578.100;14.015.710.166.074.800;13.519.756.655.561.200;1.373.473.626.393.380;184905200
12/12/2024;13.732.736.206.054.600;13.842.726.697.152.800;1.357.875.104.425.570;1.370.673.914.713.080;159211400
